geoid,neighbor
06075021200,06075021100
06075011902,06075011300
06075060502,06075026401
06075030800,06075030700
06075060701,06075022600
06075061503,06075061502
06075060400,06075033100
06075026303,06075026301
06075011002,06075011001
06075025401,06075021800
06075020202,06075016900
06075025402,06075025200
06075010600,06075010500
06075047904,06075047903
06075016000,06075015100
06075040200,06075040100
06075031100,06075025502
06075012406,06075012203
06075011902,06075011700
06075060400,06075031302
06075016101,06075015802
06075980300,06075030202
06075016802,06075016300
06075061401,06075022704
06075016802,06075016801
06075012302,06075012301
06075061501,06075017602
06075012902,06075010902
06075031302,06075031301
06075017604,06075012405
06075045201,06075042602
06075013200,06075012802
06075011200,06075011101
06075012902,06075012802
06075060100,06075040100
06075980600,06075023200
06075032801,06075030302
06075023003,06075023001
06075031402,06075031302
06075022702,06075022600
06075015201,06075013500
06075012801,06075012601
06075013102,06075011102
06075026403,06075026402
06075025300,06075020900
06075020802,06075020702
06075025701,06075025100
06075020300,06075020202
06075015100,06075012001
06075025900,06075025701
06075011002,06075010800
06075023300,06075023001
06075035300,06075033100
06075061000,06075026402
06075061102,06075011300
06075013200,06075013002
06075021000,06075020701
06075980300,06075047802
06075011902,06075011901
06075016900,06075016700
06075020401,06075017000
06075017604,06075012503
06075045100,06075015401
06075060701,06075018000
06075025701,06075023001
06075010600,06075010401
06075012504,06075012405
06075020802,06075020102
06075021700,06075021500
06075015500,06075015300
